ID,Year,Month,BranchCodeText,BranchCode,BranchName,AreaName,SAM,Region,Segment,AlertTotal,AlertClosed,AlertOutStanding,AlertRatio,AlertScore,STRRaised,STRRaisedScore,STRConverted,STRConvertedScore,CLTrainingTotal,CLTrainingClosed,CLTrainingOutStanding,CLTrainingRatio,CLTrainingScore,ELTrainingTotal,ELTrainingClosed,ELTrainingOutStanding,ELTrainingRatio,ELTrainingScore,KYCTotal,KYCclosed,KYCOutStanding,KYCRatio,KYCScore,BranchReviewTotal,BranchReviewClose,BranchReviewOutStanding,BranchReviewRatio,BranchReviewScore,PEPTotal,PEPClose,PEPOutstanding,PEPRatio,PEPScore,TOP100Ratio,TOP100Score,TotalScore,TotalScoreWOBonus,RankOrder,RegionRankOrder,Threshold,
34436,2019,09,1197,1197,BUCHEKI,Jaranwala,NO SAM,Faisalabad,Retail,1,1,0,1,25,,,,,2,2,0,1,10,7,7,0,1,10,71,70,1,0.9859155,19.71831,66,61,5,0.9242424,18.48485,0,0,0,1,0,1,15,98.20316,98.20316,990,83,Significantly Compliant,
34663,2019,09,1199,1199,BULANI; SARAI ALAMGI,Sarai Alamgir,NO SAM,Gujrat,Retail,0,0,0,1,25,,,,,0,0,0,1,10,2,2,0,1,10,45,41,4,0.9111111,18.22222,72,72,0,1,20,0,0,0,1,0,1,15,98.22222,98.22222,987,46,Significantly Compliant,
35861,2019,09,1200,1200,  P.A.F. Colony Mianwali                  ,Mianwali,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,3,3,0,1,10,7,7,0,1,10,78,78,0,1,20,60,60,0,1,20,0,0,0,1,0,1,15,100,100,654,10,Fully Compliant,
35849,2019,09,1201,1201,  Bhera                                           ,Kutchery Bazar,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,1,1,0,1,10,8,8,0,1,10,131,126,5,0.961832,19.23664,61,61,0,1,20,1,0,1,0,-5,1,15,94.23664,94.23664,1199,66,Significantly Compliant,
35282,2019,09,1202,1202,Shakh No.6; Charsadda,Charsadda,NO SAM,Mardan,Retail,2,2,0,1,25,,,,,1,1,0,1,10,3,2,1,0.6666667,6.666667,43,43,0,1,20,66,66,0,1,20,0,0,0,1,0,1,15,96.666667,96.666667,1072,90,Significantly Compliant,
35457,2019,09,1204,1204,MULTAN-B.I.S.E.,Hussain Agahi Multan,NO SAM,Multan,Retail,0,0,0,1,25,,,,,5,5,0,1,10,9,9,0,1,10,78,78,0,1,20,52,52,0,1,20,0,0,0,1,0,1,15,100,100,344,25,Fully Compliant,
34831,2019,09,1205,1205,Satellite Town; Block-A,Satellite Town Islamabad,SAM Rawalpindi,Islamabad,Retail,15,9,6,0.6,15,,,,,0,0,0,1,10,7,5,2,0.7142857,7.142858,143,125,18,0.8741259,17.48252,0,0,0,1,20,0,0,0,1,0,1,15,84.625378,84.625378,1426,110,Partially Compliant,
34918,2019,09,1207,1207,PIND DADAN KHAN,Jhelum-Cantt,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,5,5,0,1,10,160,160,0,1,20,72,72,0,1,20,0,0,0,1,0,1,15,100,100,213,11,Fully Compliant,
35996,2019,09,1208,1208,Khairpur Mir-Shah Abdul Latif Univ.,Khairpur,NO SAM,Sukkur,Retail,0,0,0,1,25,1,1,0,0,0,0,0,1,10,10,10,0,1,10,62,62,0,1,20,243,243,0,1,20,0,0,0,1,0,1,15,101,100,21,1,Fully Compliant,
35048,2019,09,1212,1212,Hussain D Silva,Hyderi Area,SAM North,Karachi,Retail,2,2,0,1,25,,,,,2,2,0,1,10,21,21,0,1,10,83,83,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,559,26,Fully Compliant,
35008,2019,09,1213,1213,Vegetable Market,Gulistan-e-Johar,SAM North,Karachi,Retail,18,18,0,1,25,,,,,1,1,0,1,10,7,7,0,1,10,15,15,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,553,20,Fully Compliant,
35131,2019,09,1214,1214,Fish Harbour,Sind Secretariate Area,SAM South,Karachi,Retail,7,3,4,0.4285714,10.71429,,,,,0,0,0,1,10,6,6,0,1,10,38,28,10,0.7368421,14.73684,0,0,0,1,20,0,0,0,1,0,1,15,80.45113,80.45113,1479,145,Partially Compliant,
35132,2019,09,1215,1215,Manora,Sind Secretariate Area,SAM South,Karachi,Retail,5,5,0,1,25,,,,,1,1,0,1,10,5,5,0,1,10,90,90,0,1,20,72,6,66,0.08333334,0,0,0,0,1,0,1,15,80,80,1488,151,Partially Compliant,
35089,2019,09,1216,1216,F.T.C. KARACHI,Nursery Area,SAM East,Karachi,Retail,11,3,8,0.2727273,6.818182,,,,,0,0,0,1,10,0,0,0,1,10,34,34,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,81.818182,81.818182,1465,144,Partially Compliant,
35076,2019,09,1217,1217,Malir Cantt.,Malir,SAM East,Karachi,Retail,24,21,3,0.875,21.875,,,,,3,3,0,1,10,10,10,0,1,10,111,102,9,0.9189189,18.37838,74,62,12,0.8378378,16.75676,0,0,0,1,0,1,15,92.01014,92.01014,1267,102,Significantly Compliant,
34987,2019,09,1218,1218,Naseerabad ,FB Area,SAM North,Karachi,Retail,5,4,1,0.8,20,,,,,0,0,0,1,10,7,7,0,1,10,177,177,0,1,20,0,0,0,1,20,3,3,0,1,0,1,15,95,95,1141,90,Significantly Compliant,
35133,2019,09,1220,1220,PECHS Comm. Area,Sind Secretariate Area,SAM South,Karachi,Retail,15,9,6,0.6,15,,,,,2,2,0,1,10,14,14,0,1,10,96,84,12,0.875,17.5,46,46,0,1,20,1,0,1,0,-5,1,15,82.5,82.5,1457,142,Partially Compliant,
35291,2019,09,1225,1225,Sakhakot; Sama Ranizai,Dargai,NO SAM,Mardan,Retail,7,7,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,188,188,0,1,20,65,65,0,1,20,0,0,0,1,0,1,15,100,100,510,65,Fully Compliant,
35340,2019,09,1227,1227,Zaida; Swabi,Swabi,NO SAM,Mardan,Retail,3,3,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,96,94,2,0.9791667,19.58333,60,60,0,1,20,0,0,0,1,0,1,15,99.58333,99.58333,856,80,Significantly Compliant,
34613,2019,09,1228,1228,KHARIAN CANTT.,Kharian,NO SAM,Gujrat,Retail,7,7,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,60,58,2,0.9666666,19.33333,40,40,0,1,20,0,0,0,1,0,1,15,99.33333,99.33333,885,36,Significantly Compliant,
34892,2019,09,1229,1229,MANGLA CANTT.,Dina,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,1,1,0,1,10,4,4,0,1,10,31,31,0,1,20,154,145,9,0.9415584,18.83117,0,0,0,1,0,1,15,98.83117,98.83117,932,67,Significantly Compliant,
34596,2019,09,1231,1231,PAKISTAN CHOWK. GUJRAT,Gujrat City,NO SAM,Gujrat,Retail,7,7,0,1,25,,,,,0,0,0,1,10,7,6,1,0.8571429,8.571428,216,209,7,0.9675926,19.35185,40,40,0,1,20,0,0,0,1,0,1,15,97.923278,97.923278,1015,52,Significantly Compliant,
34437,2019,09,1233,1233,NANKANA SAHIB,Jaranwala,NO SAM,Faisalabad,Retail,0,0,0,1,25,,,,,2,2,0,1,10,8,8,0,1,10,220,218,2,0.9909091,19.81818,66,51,15,0.7727273,15.45455,0,0,0,1,0,1,15,95.27273,95.27273,1117,87,Significantly Compliant,
35326,2019,09,1234,1234,Mansar Camp; Huzro,Nowshera,NO SAM,Mardan,Retail,0,0,0,1,25,,,,,2,2,0,1,10,3,3,0,1,10,20,20,0,1,20,66,66,0,1,20,0,0,0,1,0,1,15,100,100,480,42,Fully Compliant,
34757,2019,09,1235,1235,Secretariate  Q Block,Blue Area,SAM Islamaabad,Islamabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,38,38,0,1,20,72,72,0,1,20,0,0,0,1,0,1,15,100,100,272,4,Fully Compliant,
34808,2019,09,1236,1236,Rawalpindi-Kashmir Road,Kashmir Road,SAM Rawalpindi,Islamabad,Retail,20,19,1,0.95,23.75,,,,,5,5,0,1,10,20,20,0,1,10,462,462,0,1,20,0,0,0,1,20,1,0,1,0,-5,1,15,93.75,93.75,1217,79,Significantly Compliant,
34846,2019,09,1237,1237,Rawalpindi-G.H.Q.,SDV,SAM Rawalpindi,Islamabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,13,13,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,260,34,Fully Compliant,
36067,2019,09,1242,1242,CORPORATE CENTRE,Independent,NO SAM,Lahore,Retail,0,0,0,1,25,,,,,0,0,0,1,10,0,0,0,1,10,0,0,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,644,32,Fully Compliant,
35231,2019,09,1244,1244,ALLAMA IQBAL MEDICAL COLLEGE; LAHOR,Model Town Area,SAM Towns,Lahore,Retail,17,1,16,0.05882353,1.470588,,,,,2,2,0,1,10,11,11,0,1,10,101,10,91,0.0990099,1.980198,60,60,0,1,20,0,0,0,1,0,1,15,58.450786,58.450786,1664,126,Marginally Compliant,
35169,2019,09,1245,1245,ROYAL PARK; LAHORE,Davis Road,SAM City,Lahore,Retail,4,4,0,1,25,,,,,3,3,0,1,10,6,6,0,1,10,50,50,0,1,20,72,28,44,0.3888889,0,0,0,0,1,0,1,15,80,80,1487,102,Partially Compliant,
35232,2019,09,1246,1246,TOWN SHIP; LAHORE,Model Town Area,SAM Towns,Lahore,Retail,4,4,0,1,25,,,,,0,0,0,1,10,8,8,0,1,10,121,121,0,1,20,60,60,0,1,20,0,0,0,1,0,1,15,100,100,534,14,Fully Compliant,
35143,2019,09,1248,1248,ALLAMA IQBAL TOWN; LAHORE,Allama Iqbal Town Area,SAM Towns,Lahore,Retail,13,12,1,0.9230769,23.07692,,,,,1,1,0,1,10,20,20,0,1,10,245,203,42,0.8285714,16.57143,0,0,0,1,20,0,0,0,1,0,1,15,94.64835,94.64835,1184,73,Significantly Compliant,
35233,2019,09,1249,1249,DIV.PUBLIC SCHOOL MODEL TOWN; LAHOR,Model Town Area,SAM Towns,Lahore,Retail,5,5,0,1,25,,,,,0,0,0,1,10,11,11,0,1,10,238,237,1,0.9957983,19.91597,60,60,0,1,20,1,1,0,1,0,1,15,99.91597,99.91597,773,37,Significantly Compliant,
35158,2019,09,1250,1250,WALTON ROAD BRANCH,Cantonment Area,SAM Central,Lahore,Retail,8,7,1,0.875,21.875,,,,,1,1,0,1,10,8,8,0,1,10,206,22,184,0.1067961,2.135922,64,10,54,0.15625,0,0,0,0,1,0,1,15,59.010922,59.010922,1663,125,Marginally Compliant,
35170,2019,09,1252,1252,FATIMA JINNAH MED. COLLEGE; LAHORE,Davis Road,SAM City,Lahore,Retail,4,4,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,88,37,51,0.4204545,8.409091,144,84,60,0.5833333,11.66667,3,3,0,1,0,1,15,80.075761,80.075761,1482,101,Partially Compliant,
35850,2019,09,1256,1256,  Bhalwal - City                                  ,Kutchery Bazar,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,1,1,0,1,10,7,6,1,0.8571429,8.571428,102,100,2,0.9803922,19.60784,167,167,0,1,20,0,0,0,1,0,1,15,98.179268,98.179268,995,43,Significantly Compliant,
35862,2019,09,1257,1257,  Main Bazar Kala Bagh                   ,Mianwali,NO SAM,Sargodha,Retail,1,1,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,160,160,0,1,20,55,55,0,1,20,0,0,0,1,0,1,15,100,100,655,11,Fully Compliant,
35840,2019,09,1258,1258,  Quaidabad                                       ,Khushab,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,107,107,0,1,20,76,76,0,1,20,1,0,1,0,-5,1,15,95,95,1163,55,Significantly Compliant,
34697,2019,09,1260,1260,Qasimabad Hyderabad ,Latifabad-Autobhan Area,NO SAM,Hyderabad,Retail,8,8,0,1,25,,,,,2,2,0,1,10,12,12,0,1,10,27,27,0,1,20,80,80,0,1,20,1,0,1,0,-5,1,15,95,95,1132,16,Significantly Compliant,
34669,2019,09,1261,1261,Badin,Badin-Thatta Area,NO SAM,Hyderabad,Retail,9,3,6,0.3333333,8.333334,,,,,5,4,1,0.8,8,7,7,0,1,10,66,54,12,0.8181818,16.36364,152,152,0,1,20,7,0,7,0,-5,1,15,72.696974,72.696974,1602,54,Partially Compliant,
35997,2019,09,1262,1262,Kandiaro - Chaman Bazar,Khairpur,NO SAM,Sukkur,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,41,41,0,1,20,94,94,0,1,20,0,0,0,1,0,1,15,100,100,566,2,Fully Compliant,
35704,2019,09,1263,1263,CANTT,Quetta City,NO SAM,Quetta,Retail,7,7,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,29,29,0,1,20,51,51,0,1,20,0,0,0,1,0,1,15,100,100,764,17,Fully Compliant,
35687,2019,09,1264,1264,KHUZDAR,Makran,NO SAM,Quetta,Retail,0,0,0,1,25,,,,,1,1,0,1,10,5,5,0,1,10,21,20,1,0.952381,19.04762,91,91,0,1,20,5,2,3,0.4,-5,1,15,94.04762,94.04762,1208,33,Significantly Compliant,
35742,2019,09,1265,1265,ABDUL HAKIM,Chichawatni,NO SAM,Sahiwal,Retail,1,1,0,1,25,,,,,3,3,0,1,10,5,5,0,1,10,110,110,0,1,20,71,71,0,1,20,1,1,0,1,0,1,15,100,100,704,54,Fully Compliant,
35424,2019,09,1266,1266,MULTAN-MUMTAZABAD; MAIN BAZAR,Cantt Multan,NO SAM,Multan,Retail,1,1,0,1,25,,,,,2,2,0,1,10,8,8,0,1,10,152,152,0,1,20,26,26,0,1,20,0,0,0,1,0,1,15,100,100,312,2,Fully Compliant,
35425,2019,09,1269,1269,MULTAN-SHER SHAH ROAD,Cantt Multan,NO SAM,Multan,Retail,2,2,0,1,25,,,,,1,1,0,1,10,9,9,0,1,10,97,86,11,0.8865979,17.73196,14,14,0,1,20,1,0,1,0,-5,1,15,92.73196,92.73196,1244,103,Significantly Compliant,
35426,2019,09,1270,1270,Corporate Centre,Cantt Multan,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,13,13,0,1,10,72,72,0,1,20,73,73,0,1,20,1,1,0,1,0,1,15,100,100,342,1,Fully Compliant,
35458,2019,09,1271,1271,MULTAN-BAHAUDDIN ZAKARIA UNIVERSITY,Hussain Agahi Multan,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,10,10,0,1,10,80,80,0,1,20,29,29,0,1,20,0,0,0,1,0,1,15,100,100,345,26,Fully Compliant,
35522,2019,09,1272,1272,VEHARI-RAIL BAZAR,Vehari Area,NO SAM,Multan,Retail,2,2,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,17,17,0,1,20,89,89,0,1,20,0,0,0,1,0,1,15,100,100,384,65,Fully Compliant,
35301,2019,09,1275,1275,Mardan Cantt.,Mardan,NO SAM,Mardan,Retail,16,15,1,0.9375,23.4375,,,,,0,0,0,1,10,8,8,0,1,10,121,121,0,1,20,61,61,0,1,20,0,0,0,1,0,1,15,98.4375,98.4375,963,85,Significantly Compliant,
35316,2019,09,1276,1276,New Road; Mingora,Mingora,NO SAM,Mardan,Retail,13,13,0,1,25,,,,,0,0,0,1,10,7,7,0,1,10,124,123,1,0.9919355,19.83871,45,45,0,1,20,0,0,0,1,0,1,15,99.83871,99.83871,799,75,Significantly Compliant,
34919,2019,09,1278,1278,KHEWRA,Jhelum-Cantt,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,4,4,0,1,10,4,4,0,1,10,217,217,0,1,20,69,69,0,1,20,0,0,0,1,0,1,15,100,100,214,12,Fully Compliant,
35743,2019,09,1279,1279,CHAK NO. 23/10-R VEHARI MORE,Chichawatni,NO SAM,Sahiwal,Retail,3,3,0,1,25,,,,,2,2,0,1,10,4,4,0,1,10,63,63,0,1,20,111,111,0,1,20,0,0,0,1,0,1,15,100,100,705,55,Fully Compliant,
35666,2019,09,1280,1280,Surizai Payan,Peshawar-City,NO SAM,Peshawar,Retail,0,0,0,1,25,,,,,1,1,0,1,10,4,4,0,1,10,39,36,3,0.9230769,18.46154,73,73,0,1,20,0,0,0,1,0,0,0,83.46154,83.46154,1443,47,Partially Compliant,
35732,2019,09,1281,1281,CHAK NO. 95/12-L,Burewala,NO SAM,Sahiwal,Retail,2,2,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,18,18,0,1,20,39,39,0,1,20,0,0,0,1,0,1,15,100,100,694,44,Fully Compliant,
35204,2019,09,1283,1283,WAPDA TOWN LAHORE,Johar Town,SAM Towns,Lahore,Retail,7,7,0,1,25,,,,,0,0,0,1,10,8,8,0,1,10,184,110,74,0.5978261,11.95652,37,37,0,1,20,0,0,0,1,0,1,15,91.95652,91.95652,1269,83,Significantly Compliant,
35950,2019,09,1285,1285,S.I.E. SIALKOT,Neikapura,NO SAM,Sialkot,Retail,0,0,0,1,25,,,,,0,0,0,1,10,0,0,0,1,10,37,37,0,1,20,0,0,0,1,20,0,0,0,1,0,1,15,100,100,585,31,Fully Compliant,
34880,2019,09,1287,1287,DHUDHIAL,Bhoun Chowk Chakwal,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,5,5,0,1,10,170,166,4,0.9764706,19.52941,64,64,0,1,20,0,0,0,1,0,1,15,99.52941,99.52941,862,64,Significantly Compliant,
35733,2019,09,1288,1288,CHAK NO. 203/E.B,Burewala,NO SAM,Sahiwal,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,27,27,0,1,20,65,65,0,1,20,0,0,0,1,0,1,15,100,100,695,45,Fully Compliant,
35542,2019,09,1289,1289,GHARI DUPATTA,Muzaffarabad,NO SAM,Muzaffarabad,Retail,2,2,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,134,134,0,1,20,107,107,0,1,20,0,0,0,1,0,1,15,100,100,392,13,Fully Compliant,
35756,2019,09,1290,1290,TALVANDI,Kasur,NO SAM,Sahiwal,Retail,3,3,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,32,32,0,1,20,46,46,0,1,20,0,0,0,1,0,1,15,100,100,717,67,Fully Compliant,
35365,2019,09,1291,1291,BARJAH JANDALA,Bhimber,NO SAM,Mirpur,Retail,0,0,0,1,25,,,,,2,2,0,1,10,3,3,0,1,10,100,100,0,1,20,43,43,0,1,20,0,0,0,1,0,1,15,100,100,438,16,Fully Compliant,
35811,2019,09,1292,1292,  Chak No.23/Sb Bhagtanwala         ,Gillwala,NO SAM,Sargodha,Retail,1,1,0,1,25,,,,,0,0,0,1,10,7,4,3,0.5714286,5.714286,118,118,0,1,20,68,68,0,1,20,0,0,0,1,0,1,15,95.714286,95.714286,1111,54,Significantly Compliant,
34920,2019,09,1293,1293,PINDI SAIDPUR,Jhelum-Cantt,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,113,113,0,1,20,60,60,0,1,20,0,0,0,1,0,1,15,100,100,215,13,Fully Compliant,
35863,2019,09,1294,1294,  Trug                                            ,Mianwali,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,47,47,0,1,20,42,42,0,1,20,0,0,0,1,0,1,15,100,100,656,12,Fully Compliant,
35382,2019,09,1295,1295,SURAKHI,Dadyal,NO SAM,Mirpur,Retail,0,0,0,1,25,,,,,2,2,0,1,10,4,4,0,1,10,60,60,0,1,20,43,43,0,1,20,0,0,0,1,0,1,15,100,100,433,36,Fully Compliant,
35603,2019,09,1296,1296,Sarai  Kirishna,D.I. Khan,NO SAM,Peshawar,Retail,6,1,5,0.1666667,4.166667,,,,,0,0,0,1,10,3,3,0,1,10,42,42,0,1,20,43,41,2,0.9534883,19.06977,0,0,0,1,0,0,0,63.236437,63.236437,1654,102,Marginally Compliant,
35688,2019,09,1297,1297,BULLOO MAND,Makran,NO SAM,Quetta,Retail,2,2,0,1,25,,,,,0,0,0,1,10,1,1,0,1,10,0,0,0,1,20,11,11,0,1,20,0,0,0,1,0,1,15,100,100,759,12,Fully Compliant,
35383,2019,09,1298,1298,POTHA SHER,Dadyal,NO SAM,Mirpur,Retail,0,0,0,1,25,,,,,0,0,0,1,10,2,2,0,1,10,9,9,0,1,20,54,54,0,1,20,0,0,0,1,0,1,15,100,100,434,37,Fully Compliant,
34832,2019,09,1301,1301,Rawalpindi-Faizabad,Satellite Town Islamabad,SAM Rawalpindi,Islamabad,Retail,15,14,1,0.9333333,23.33333,,,,,0,0,0,1,10,8,7,1,0.875,8.75,199,199,0,1,20,75,75,0,1,20,1,0,1,0,-5,1,15,92.08333,92.08333,1263,85,Significantly Compliant,
35400,2019,09,1302,1302,SEHARMANDI,Kotli,NO SAM,Mirpur,Retail,0,0,0,1,25,,,,,2,2,0,1,10,3,3,0,1,10,83,83,0,1,20,40,40,0,1,20,0,0,0,1,0,1,15,100,100,425,44,Fully Compliant,
36013,2019,09,1304,1304,Ranipur  Riyasat,Sukkur,NO SAM,Sukkur,Retail,1,1,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,53,53,0,1,20,235,235,0,1,20,0,0,0,1,0,1,15,100,100,567,3,Fully Compliant,
34847,2019,09,1305,1305,Rawalpindi-Dheri  Hassanabad,SDV,SAM Rawalpindi,Islamabad,Retail,6,2,4,0.3333333,8.333334,,,,,1,1,0,1,10,7,7,0,1,10,450,447,3,0.9933333,19.86667,0,0,0,1,20,0,0,0,1,0,1,15,83.200004,83.200004,1450,114,Partially Compliant,
34921,2019,09,1306,1306,GHARMALA,Jhelum-Cantt,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,86,86,0,1,20,76,71,5,0.9342105,18.68421,2,2,0,1,0,1,15,98.68421,98.68421,942,68,Significantly Compliant,
35498,2019,09,1307,1307,BAIT MIR HAZAR,Muzaffargarh,NO SAM,Multan,Retail,3,3,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,25,25,0,1,20,40,40,0,1,20,0,0,0,1,0,1,15,100,100,366,44,Fully Compliant,
34809,2019,09,1308,1308,Mora Nagyal; (Swan Camp),Kashmir Road,SAM Rawalpindi,Islamabad,Retail,10,0,10,0,0,,,,,2,2,0,1,10,6,6,0,1,10,103,96,7,0.9320388,18.64078,56,46,10,0.8214286,16.42857,0,0,0,1,0,1,15,70.06935,70.06935,1623,141,Partially Compliant,
35823,2019,09,1311,1311,  Pir Abdul Rehman                           ,Jhung,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,1,1,0,1,10,3,3,0,1,10,35,35,0,1,20,119,119,0,1,20,0,0,0,1,0,1,15,100,100,681,19,Fully Compliant,
35689,2019,09,1312,1312,KALATUK,Makran,NO SAM,Quetta,Retail,0,0,0,1,25,,,,,1,1,0,1,10,3,3,0,1,10,13,13,0,1,20,95,95,0,1,20,0,0,0,1,0,1,15,100,100,760,13,Fully Compliant,
35354,2019,09,1313,1313,Akhagram; Khal; Dir,Timergara,NO SAM,Mardan,Retail,2,1,1,0.5,12.5,,,,,0,0,0,1,10,3,3,0,1,10,22,22,0,1,20,49,49,0,1,20,0,0,0,1,0,1,15,87.5,87.5,1352,97,Partially Compliant,
35841,2019,09,1314,1314,  Wadhi                                           ,Khushab,NO SAM,Sargodha,Retail,0,0,0,1,25,,,,,1,1,0,1,10,5,5,0,1,10,43,43,0,1,20,122,122,0,1,20,0,0,0,1,0,1,15,100,100,648,5,Fully Compliant,
35173,2019,09,1315,1315,LAHORE DEV. AUTH. LAHORE,Davis Road,SAM City,Lahore,Retail,1,1,0,1,25,,,,,1,1,0,1,10,6,6,0,1,10,95,95,0,1,20,66,66,0,1,20,0,0,0,1,0,1,15,100,100,516,27,Fully Compliant,
35481,2019,09,1316,1316,CHAK NO.170/TDA; DARBAR PIR JAGI,Layyah,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,4,4,0,1,10,10,10,0,1,20,48,48,0,1,20,2,2,0,1,0,1,15,100,100,360,36,Fully Compliant,
35482,2019,09,1317,1317,TAIL INDUS FARM; CHAK NO.120/TDA,Layyah,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,3,3,0,1,10,8,8,0,1,20,46,46,0,1,20,0,0,0,1,0,1,15,100,100,361,37,Fully Compliant,
34705,2019,09,1320,1320,Khipro,Mirpurkhas Area,NO SAM,Hyderabad,Retail,3,1,2,0.3333333,8.333334,,,,,0,0,0,1,10,6,6,0,1,10,52,52,0,1,20,58,58,0,1,20,0,0,0,1,0,1,15,83.333334,83.333334,1447,39,Partially Compliant,
34929,2019,09,1321,1321,PUNJAR; KAHUTA,Kallar Sayidan,NO SAM,Jhelum,Retail,0,0,0,1,25,,,,,0,0,0,1,10,2,2,0,1,10,18,18,0,1,20,42,42,0,1,20,0,0,0,1,0,1,15,100,100,242,48,Fully Compliant,
34810,2019,09,1322,1322,Rawalpindi-Kamalabad,Kashmir Road,SAM Rawalpindi,Islamabad,Retail,7,0,7,0,0,,,,,3,3,0,1,10,9,9,0,1,10,660,656,4,0.9939394,19.87879,56,55,1,0.9821429,19.64286,0,0,0,1,0,1,15,74.52165,74.52165,1576,128,Partially Compliant,
35499,2019,09,1323,1323,MAHRA KHAS,Muzaffargarh,NO SAM,Multan,Retail,0,0,0,1,25,,,,,1,1,0,1,10,3,3,0,1,10,9,9,0,1,20,57,57,0,1,20,0,0,0,1,0,1,15,100,100,367,45,Fully Compliant,
35604,2019,09,1326,1326,Darya Khan,D.I. Khan,NO SAM,Peshawar,Retail,3,3,0,1,25,,,,,1,1,0,1,10,4,4,0,1,10,53,53,0,1,20,46,46,0,1,20,0,0,0,1,0,0.1666667,2.5,87.5,87.5,1364,12,Partially Compliant,
34785,2019,09,1328,1328,Gahkuch,Gilgit,SAM Semi Urban,Islamabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,6,5,1,0.8333333,8.333333,22,20,2,0.9090909,18.18182,51,51,0,1,20,0,0,0,1,0,1,15,96.515153,96.515153,1082,63,Significantly Compliant,
35632,2019,09,1330,1330,Kohat-King Gate,Kohat,NO SAM,Peshawar,Retail,2,1,1,0.5,12.5,,,,,2,1,1,0.5,5,7,7,0,1,10,81,80,1,0.9876543,19.75309,42,41,1,0.9761904,19.52381,0,0,0,1,0,0,0,66.7769,66.7769,1639,98,Marginally Compliant,
35317,2019,09,1334,1334,Chakesar; Shangla,Mingora,NO SAM,Mardan,Retail,4,4,0,1,25,,,,,0,0,0,1,10,2,2,0,1,10,43,43,0,1,20,61,61,0,1,20,0,0,0,1,0,1,15,100,100,456,40,Fully Compliant,
34450,2019,09,1336,1336,ABDULLAH PUR,Madina Town,NO SAM,Faisalabad,Retail,1,1,0,1,25,,,,,0,0,0,1,10,6,6,0,1,10,174,160,14,0.9195402,18.3908,36,34,2,0.9444444,18.88889,0,0,0,1,0,1,15,97.27969,97.27969,1047,85,Significantly Compliant,
34706,2019,09,1337,1337,Digri,Mirpurkhas Area,NO SAM,Hyderabad,Retail,7,2,5,0.2857143,7.142858,,,,,0,0,0,1,10,7,7,0,1,10,77,74,3,0.9610389,19.22078,95,95,0,1,20,1,0,1,0,-5,1,15,76.363638,76.363638,1534,47,Partially Compliant,
35523,2019,09,1340,1340,FATEHPUR DISTT. VEHARI,Vehari Area,NO SAM,Multan,Retail,0,0,0,1,25,,,,,0,0,0,1,10,4,3,1,0.75,7.5,4,4,0,1,20,45,45,0,1,20,0,0,0,1,0,1,15,97.5,97.5,1038,90,Significantly Compliant,
